OTU	L.CC14.1	L.CC14.2	L.CC14.3	L.CC15.1	L.CC15.2	L.CC15.3	L.CC11.1	L.CC11.2	L.CC11.3	L.CC18.1	L.CC18.2	L.CC18.3	L.CC7.1	L.CC7.2	L.CC7.3	L.CC13.1	L.CC13.2	L.CC13.3	L.CC6.1	L.CC6.2	L.CC6.3	L.CC16.1	L.CC16.2	L.CC16.3	L.CC5.1	L.CC5.2	L.CC5.3	L.CC9.1	L.CC9.2	L.CC9.3	L.CC8.1	L.CC8.2	L.CC8.3	L.CC17.1	L.CC17.2	L.CC17.3	L.CC19.1	L.CC19.2	L.CC19.3	L.CC3.1	L.CC3.2	L.CC3.3	L.CC10.1	L.CC10.2	L.CC10.3
Zotu10	0	0	0	0	0	0	0	0	0	0	0	0	15253	10910	11246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	314	229	0	0	0	1454	1371	2671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	704	598	626
Zotu1000	127	157	25	82	0	0	0	12	0	0	0	0	334	0	0	0	0	0	0	0	0	124	157	0	0	0	137	0	0	0	0	21	58	0	0	0	0	0	68	0	0	41	0	0	0
Zotu10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	7	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10001	4	27	0	0	5	0	0	0	0	0	7	0	0	0	11	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	10	0	0	0
Zotu10006	0	0	0	55	0	0	0	0	0	3	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Zotu10008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	156	14	6	0	0	0	0	0
Zotu10009	20	0	0	0	111	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1001	15	0	0	24	0	0	73	0	0	0	0	0	10	28	0	0	0	0	0	102	96	35	18	0	78	68	361	0	0	0	73	22	41	0	0	0	24	9	28	34	27	18	0	0	0
Zotu10010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	23	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	35	46	0
Zotu10012	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	10	0	0	0	0	0	0	32	0	0	0	0	0	0
Zotu10013	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	22	0	0	0	0	0	0
Zotu10015	0	0	0	0	0	21	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	60	0	0	0	0	0	0
Zotu10016	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	10	0	0	0	0	0	0	7	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	3	42	0	0	0
Zotu10018	0	0	0	0	0	13	0	0	0	0	11	0	0	0	0	0	0	0	0	4	0	0	0	0	18	0	0	0	0	0	4	0	3	12	0	0	0	0	0	24	0	0	0	0	0
Zotu1002	0	4	0	92	87	65	0	0	0	145	51	147	0	0	0	51	52	114	0	10	0	15	47	0	9	17	0	0	0	0	9	9	3	0	0	106	0	12	14	17	97	14	0	0	0
Zotu10020	18	29	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
Zotu10021	0	0	0	0	0	0	0	0	0	32	52	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	10	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10023	0	0	0	0	0	0	0	0	0	43	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	9	0	0	0	0	0
Zotu10024	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	40	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
Zotu10025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	13	0	32	0	0	0
Zotu10026	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0
Zotu10027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	5	0	6	0	0	0	0	0	7	0	0	0	0	0	0	0	12	5	0	0	0	0
Zotu10028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	18	61	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0
Zotu10029	0	0	0	5	0	41	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	8	0	0	0	0
Zotu1003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	576	356	387	0	0	0
Zotu10030	0	0	29	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	6	22	0	0	0	0	14	17	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10031	0	0	0	30	0	42	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10032	0	0	0	0	0	0	7	11	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78
Zotu10034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	12	16	0	0	0	0	0	22	0	0	0	0	0	0	0
Zotu10036	0	0	0	23	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0
Zotu10037	0	0	0	0	0	12	0	0	0	44	23	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10038	0	11	40	8	13	4	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Zotu10039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	25	0	0	0	0	0	0	0	0	0	0	11	0	51	0	0	0	0	0
Zotu1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	862	1081	1187	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10040	9	0	0	0	0	0	0	0	25	6	0	3	17	0	3	0	0	0	0	0	0	0	5	8	0	3	0	0	0	0	0	8	5	3	0	0	0	0	0	0	3	0	3	0	0
Zotu10041	0	0	0	0	4	0	0	0	0	42	41	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
Zotu10042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	0	39	0	0	0	18	11	3	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10044	0	9	0	0	0	8	0	0	0	4	0	0	0	9	21	0	0	0	17	17	0	0	0	0	0	0	28	0	0	0	28	0	3	0	0	0	5	0	0	30	0	0	0	0	0
Zotu10045	0	0	0	0	0	0	0	0	0	11	0	13	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	13	0	0	0	0	0
Zotu10046	4	0	0	0	0	0	0	0	0	0	55	13	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	0	0	0	9	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10047	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10048	0	0	0	6	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	20	0
Zotu10049	0	0	0	3	0	0	11	0	0	0	0	15	0	0	0	0	15	6	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
Zotu1005	3	27	189	222	11	0	0	0	205	0	84	113	0	0	35	0	0	0	0	0	0	0	33	60	52	0	84	0	0	0	43	24	0	0	0	0	100	0	0	0	20	28	0	0	0
Zotu10050	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	14	27	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10053	0	0	0	8	5	43	0	0	0	10	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
Zotu10055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10056	0	0	13	0	0	0	0	0	0	0	0	0	15	14	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	15	8	0	35	0	3	0	0	0	23	0	0	0	0
Zotu10057	0	0	0	0	0	0	0	0	0	0	5	0	5	0	3	0	0	0	10	8	22	0	0	0	0	0	0	0	0	0	0	27	11	0	0	0	0	0	4	0	3	0	0	0	0
Zotu10058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	23	12	0	0	0	0	3	9	0	0	0	0	9	0	0	10	7	0	0	0
Zotu10059	0	0	0	0	0	0	0	0	0	0	0	0	62	8	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1006	0	0	0	87	0	38	29	9	0	72	40	22	0	43	0	71	0	33	40	0	0	11	7	32	25	0	3	0	0	0	47	87	49	0	0	0	81	70	0	52	29	152	86	18	0
Zotu10060	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	5	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0
Zotu10061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	28	0	44
Zotu10062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	14	0	0	0	0	0	0	0	0	45	0	0	0	0
Zotu10063	25	0	12	7	0	3	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	0	0	5
Zotu10067	18	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	31	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
Zotu10068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	14	0	0	0	0	45	0
Zotu1007	11	49	0	0	13	0	0	0	0	0	0	0	73	55	273	0	0	0	128	0	39	23	0	75	0	0	0	0	0	0	0	0	0	21	0	163	0	0	0	12	0	6	48	154	187
Zotu10071	0	0	0	12	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	14	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10075	0	0	14	0	0	0	0	0	15	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Zotu10076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	23	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10077	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	67	23	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10079	0	0	0	0	0	3	0	0	0	79	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	708	629	455	0	0	0
Zotu10080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	37	5	0	0	0
Zotu10083	0	0	35	0	0	0	5	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	9	0	0	0
Zotu10084	0	0	50	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	3	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0
Zotu10086	0	0	0	0	50	0	0	0	0	0	0	0	0	29	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10087	0	0	0	80	7	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	603	667	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	48	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10092	33	31	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10094	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10095	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	36	45	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10099	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
Zotu1010	132	232	374	60	0	0	73	152	27	0	0	0	525	114	327	0	0	0	0	0	0	0	0	15	114	0	4	0	0	0	25	99	91	0	0	0	133	179	184	69	82	359	0	167	0
Zotu10100	0	0	0	0	21	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	23	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0
Zotu10103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	53	0	0	0	0	0	0	0	0	0	12	0	13	0	0	0	0	0	0	0	0	0
Zotu10105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	62	0
Zotu10110	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10111	0	0	0	0	0	0	17	0	0	0	0	0	17	24	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	20	0	11	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	15	0	0	0	13	25	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0
Zotu10114	4	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10115	0	0	0	0	0	0	19	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	31	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	31	0	0	0	0	0	0	0	0	0	0
Zotu10117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	33	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	18	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1012	0	0	0	0	0	0	0	72	9	0	0	0	159	87	223	0	0	0	89	261	132	36	0	98	7	7	10	0	0	0	0	0	41	0	0	0	0	0	0	0	0	17	0	0	0
Zotu10120	0	68	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10122	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	53	0	4	4	0	0	0	0	0	0	0
Zotu10124	0	0	0	28	7	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	34	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10126	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	37	0	0	0	0	0	0	13	0	0	0	0	0
Zotu10127	0	0	0	12	0	0	0	0	0	22	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10128	0	18	0	10	40	0	0	0	0	7	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	10	0	0	0
Zotu10129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	82	0	0	0	0	11	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1013	27	16	19	134	97	93	0	0	0	50	0	0	24	3	33	0	4	23	116	0	0	153	79	36	43	0	140	0	0	0	19	0	0	0	16	0	66	32	82	35	0	107	0	0	0
Zotu10130	0	0	0	0	0	0	0	4	0	10	0	0	0	0	0	0	5	0	0	0	0	41	0	0	4	16	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0
Zotu10132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	17	0	0	0	35	20	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10133	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10134	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	56	6	0	8	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0
Zotu10135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	23	24	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	16	0	0	0	0	0	0	0
Zotu10136	0	0	0	0	0	0	0	10	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	3	0	44	0	0	4	0	0	0
Zotu10138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	40	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10139	61	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	32	64	0	0	0	514	534	656	0	0	0	130	123	111	91	162	161	0	0	0
Zotu10140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	32	0	0	16	9	14	0	0	0
Zotu10141	24	0	14	0	0	0	76	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	41	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	3	0	0	0
Zotu10143	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	17	0	0	0	0	0
Zotu10144	0	0	0	0	0	0	14	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	17	26	8	0	0	5
Zotu10145	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	31	0	32	0	8	0	0	0	0
Zotu10146	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11	68	0	0	0	0	0	0	0	0	0	14	0	9	0	0	11	0	0	0
Zotu10147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	40	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	28	32
Zotu10149	0	0	0	0	9	15	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0
Zotu1015	3	40	0	0	0	0	0	3	0	503	200	208	7	0	30	0	0	0	56	4	66	0	0	0	0	0	5	0	0	0	8	20	25	0	0	0	14	0	0	0	0	0	0	0	0
Zotu10150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10151	0	0	0	0	0	0	7	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	30	0	0	0
Zotu10152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10153	0	6	0	19	0	13	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	5	9	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0
Zotu10154	0	0	0	0	0	45	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10155	11	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	27	25	0	0	0	0	0	0	0
Zotu10156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0
Zotu10157	0	0	0	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0
