OTU	L.CC14.1	L.CC14.2	L.CC14.3	L.CC15.1	L.CC15.2	L.CC15.3	L.CC11.1	L.CC11.2	L.CC11.3	L.CC18.1	L.CC18.2	L.CC18.3	L.CC7.1	L.CC7.2	L.CC7.3	L.CC13.1	L.CC13.2	L.CC13.3	L.CC6.1	L.CC6.2	L.CC6.3	L.CC16.1	L.CC16.2	L.CC16.3	L.CC5.1	L.CC5.2	L.CC5.3	L.CC9.1	L.CC9.2	L.CC9.3	L.CC8.1	L.CC8.2	L.CC8.3	L.CC17.1	L.CC17.2	L.CC17.3	L.CC19.1	L.CC19.2	L.CC19.3	L.CC3.1	L.CC3.2	L.CC3.3	L.CC10.1	L.CC10.2	L.CC10.3
Zotu4508	31	27	21	0	0	0	29	32	0	0	20	6	0	0	3	0	0	0	0	0	0	0	0	8	0	14	36	0	0	0	0	50	7	0	0	0	0	0	0	0	0	0	0	0	0
Zotu451	109	29	210	70	14	15	82	3	204	68	95	49	409	221	173	8	5	0	35	139	47	19	80	16	25	42	30	0	0	0	113	0	87	61	0	0	0	15	23	4	3	16	0	0	61
Zotu4510	56	7	0	17	0	19	23	0	0	13	48	0	0	0	0	0	0	19	0	0	0	0	0	0	6	0	0	0	0	0	10	0	0	0	0	0	19	0	0	9	0	0	0	0	0
Zotu4511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	7
Zotu4513	37	11	12	21	31	0	7	53	0	0	0	6	26	0	20	0	0	22	5	0	0	0	0	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	90	49	0	0	0
Zotu4515	8	0	0	14	50	9	0	12	13	26	11	73	0	0	0	0	5	18	0	0	0	0	0	0	0	3	7	0	0	0	0	0	7	0	18	0	31	9	0	4	0	0	0	0	0
Zotu4516	0	0	38	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	12	0	0	0	12	5	6	0	146	0	0	0	0
Zotu4517	14	0	42	0	0	0	0	0	13	0	0	0	9	0	0	0	0	0	27	0	0	0	0	0	61	0	8	0	0	0	53	0	0	0	0	0	0	34	0	0	0	0	0	0	0
Zotu4518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4519	0	11	0	16	0	10	8	0	0	92	6	37	0	0	0	16	0	0	0	0	6	0	0	0	11	0	3	0	0	0	7	0	5	0	0	0	0	0	11	14	0	0	0	0	0
Zotu452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	853	890	2068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	64	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4521	0	10	0	36	0	0	0	5	0	18	14	11	0	0	0	0	0	6	0	0	0	0	14	11	3	14	11	0	0	0	7	4	0	0	0	15	9	24	21	0	17	0	0	0	0
Zotu4522	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	14	3	49	70	10	0	0	0
Zotu4523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	62	58	0	0	0
Zotu4524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	161	0	0	0	0
Zotu4525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	84	17	0	0	0	0	0	4	0	0	0	0	0	0
Zotu4526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	45	67	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	87	0	0	0	0
Zotu4527	0	0	0	0	0	0	0	0	74	0	0	0	42	0	5	0	3	0	0	0	0	0	0	0	0	0	38	0	0	0	8	7	0	64	0	0	0	0	0	6	0	15	0	0	0
Zotu4528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	48	62	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	8	15	0	0	0
Zotu453	0	9	60	88	33	60	19	20	40	154	132	24	63	145	63	13	34	0	204	126	35	34	22	35	9	24	95	0	0	0	67	36	16	0	138	73	31	31	142	77	54	53	98	0	20
Zotu4530	0	0	0	0	0	106	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4531	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	13	0	0	0	0	0	0	0	0	32	0	0	29	0	0	6	0	0	22	46	31	10
Zotu4532	0	0	0	0	72	50	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	25	0	0	33	0
Zotu4533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	224	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4534	13	0	0	0	0	0	0	0	0	56	0	0	9	7	9	0	9	6	0	0	0	0	0	0	0	14	17	0	0	0	5	58	52	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	66	121
Zotu4536	0	0	0	33	0	0	0	0	0	6	0	0	22	0	6	0	0	0	0	132	12	0	0	0	0	0	0	0	0	0	12	21	0	0	0	0	0	0	0	0	0	0	0	16	0
Zotu4537	13	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	26	0	0	0	7	0	44	0	18	0	0	0	0	0	0	0	107	0	0
Zotu4538	0	0	0	24	42	30	0	0	0	83	13	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	32	0	0	5	183
Zotu454	0	13	0	170	203	25	30	49	0	239	299	236	0	0	0	336	271	383	0	0	0	11	0	0	0	56	0	0	0	0	27	3	51	0	100	0	0	0	53	0	0	0	0	0	0
Zotu4540	0	5	13	3	16	9	38	0	13	23	15	6	0	0	0	10	20	18	0	0	0	0	0	0	0	0	0	0	0	0	16	9	3	0	0	0	0	0	0	13	27	0	0	0	0
Zotu4541	0	5	19	0	52	7	0	0	0	0	21	0	0	0	0	0	0	64	0	13	0	4	0	11	3	0	0	0	0	0	0	0	0	21	0	0	0	8	0	6	0	22	0	0	0
Zotu4542	0	3	28	0	12	0	0	0	0	0	0	4	22	7	14	13	17	0	44	9	6	18	40	0	0	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4543	0	0	0	0	0	41	81	25	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4544	51	11	21	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	33	0	0	0	0	0	0
Zotu4545	12	0	17	0	0	3	0	10	0	54	0	0	11	15	6	0	0	0	0	0	0	0	0	6	23	0	18	0	0	0	4	5	48	0	0	0	0	0	21	0	0	0	0	0	0
Zotu4546	0	25	61	0	15	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	108	0	7	0	9	0	0	0	0
Zotu4547	0	0	0	24	104	0	0	0	0	0	0	9	68	14	28	15	0	7	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7	0
Zotu4548	0	31	103	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4549	0	0	0	0	0	0	0	0	0	125	120	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu455	568	551	460	0	0	0	51	28	16	33	0	23	0	0	0	0	0	8	153	0	0	48	21	11	78	60	7	0	0	0	30	0	33	7	10	0	101	6	48	0	90	8	0	0	0
Zotu4550	0	0	20	8	5	14	0	0	0	0	48	27	0	0	0	14	0	45	0	0	0	0	0	0	23	7	3	0	0	0	0	15	9	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4551	0	0	0	41	20	9	0	0	0	103	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	38	7	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4552	5	0	8	49	45	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	31	0	0	10	0	0	0	0	0
Zotu4553	0	0	0	34	7	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	53	17	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	25	6	0	0	0	0
Zotu4554	0	0	0	0	0	0	0	0	0	47	0	59	0	0	0	0	0	0	0	0	0	0	0	0	31	25	0	0	0	0	0	0	31	0	0	0	90	0	0	0	0	0	0	0	0
Zotu4556	14	0	0	0	0	9	0	0	16	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4557	11	0	0	0	0	0	9	15	19	59	6	16	0	0	6	0	0	51	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	13	0	0	0	10	0	0	0	0	0	0
Zotu4558	24	0	34	91	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	7	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4559	14	0	0	0	0	12	0	3	0	0	0	0	7	16	41	0	0	0	10	19	41	0	0	0	5	6	14	0	0	0	0	12	0	0	0	0	0	23	0	4	0	0	0	4	32
Zotu456	11	12	51	9	78	23	0	0	16	19	35	66	55	23	40	4	44	68	44	198	26	156	193	189	0	4	3	0	0	0	0	23	22	116	269	114	6	17	91	33	115	69	17	75	41
Zotu4560	0	9	0	67	76	10	0	0	0	25	17	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	9	0	0	0	32	14	11	0	0	0	0	0	0	0	0	0	9	3	34
Zotu4561	4	0	0	13	0	0	0	0	0	0	0	27	0	0	0	0	0	13	0	0	0	0	0	0	34	33	50	0	0	0	54	20	31	0	0	0	23	0	4	0	0	0	0	0	0
Zotu4562	0	0	0	0	0	4	0	0	0	0	0	12	0	0	3	0	0	0	0	0	0	0	55	0	0	0	16	0	144	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0
Zotu4563	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0
Zotu4564	0	6	9	0	0	8	51	0	15	5	50	6	0	16	0	0	0	0	0	0	0	0	0	14	10	0	12	0	0	0	16	0	0	0	0	0	0	8	0	26	0	3	0	0	0
Zotu4565	0	0	10	0	0	0	12	0	6	0	0	0	0	0	0	0	0	0	0	0	0	13	0	11	12	7	8	0	0	0	18	19	28	0	0	0	8	21	24	39	0	3	0	0	0
Zotu4566	0	0	0	12	0	0	0	0	0	47	59	0	0	0	0	79	14	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4567	0	7	0	0	38	0	6	0	48	0	9	8	0	7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	119	0	0
Zotu4568	3	3	0	0	0	0	5	8	0	0	0	0	11	9	6	0	20	0	0	0	38	15	22	0	0	0	0	0	0	0	0	13	0	56	50	8	0	0	0	0	0	8	0	0	0
Zotu4569	0	0	0	0	3	0	0	33	0	0	0	0	0	36	6	0	0	0	20	0	0	17	0	0	0	6	17	0	0	0	0	12	30	3	61	0	0	0	11	0	0	4	0	0	0
Zotu457	162	88	138	33	252	84	277	76	157	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	6	52	15	0	108	0	130	101	151	0	0	0	182	116	80	28	75	132	0	43	215
Zotu4570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	19	0	13	0	0	0	86	50	45	0	0	0	4	0	0	0	5	0	0	0	0
Zotu4573	0	35	53	5	0	0	8	10	0	7	22	0	0	0	0	8	0	0	32	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	5	0	0	0	0	0
Zotu4574	0	0	0	17	69	77	0	0	0	32	34	0	0	0	0	20	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0
Zotu4575	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	150	128	0	0	0	0	0	0	0	0	0	97	20	40	0	0	0	0	0	0	0	0	0
Zotu4576	4	9	17	3	0	0	3	6	0	11	22	0	6	0	9	0	0	0	0	3	0	15	6	0	38	20	6	0	0	0	10	5	5	25	0	0	10	4	0	6	0	6	0	0	0
Zotu4577	0	42	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	26	73	0	0	0	0
Zotu4578	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0
Zotu4579	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	14	44	11	48	8	0	0	0	0	9	8	22	20	0	0	14	17	0	12	0	21	0	0	0
Zotu458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	730	745	992	0	0	0	0	0	0
Zotu4580	10	7	3	0	0	0	0	0	19	48	0	38	0	0	12	0	0	0	0	0	0	0	0	0	0	15	58	0	0	0	0	0	26	0	0	0	0	8	0	0	0	0	0	0	0
Zotu4581	6	0	23	0	0	29	0	0	0	0	4	9	4	0	67	0	0	0	0	0	0	28	8	0	5	5	11	0	0	0	8	3	4	0	0	0	0	6	0	0	18	0	0	0	0
Zotu4582	0	0	0	0	0	46	0	0	0	0	38	35	0	0	0	0	0	0	0	0	0	3	28	0	0	0	0	0	0	0	9	3	7	0	0	0	0	3	0	0	22	0	0	0	72
Zotu4583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	58	8	0	0	0	0	0	4	22	0	0	0	17	0	32	0	12	7	55	0	0	54
Zotu4584	0	0	0	0	0	0	0	0	0	0	0	0	6	33	0	0	0	0	0	0	0	4	0	39	4	7	22	0	0	0	0	0	0	0	0	0	14	9	98	0	0	0	6	0	18
Zotu4585	0	0	0	0	0	0	0	124	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4586	0	41	0	6	14	31	14	12	4	29	29	0	0	0	0	9	3	0	0	0	0	0	0	0	4	6	0	0	6	4	10	9	3	0	0	0	11	0	0	9	0	4	0	0	0
Zotu4587	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	194	42	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	39	90	0	0	0	0	0
Zotu4589	96	3	55	0	0	0	0	0	0	0	0	0	0	0	0	20	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	49	0	0	0	0	0
Zotu459	55	79	0	5	3	52	196	0	0	193	26	22	31	108	0	0	0	77	60	121	118	139	89	42	64	0	22	0	0	0	0	9	0	204	101	0	85	35	120	151	66	115	68	126	16
Zotu4590	9	0	3	0	0	0	0	38	26	0	0	0	0	0	0	0	25	0	0	0	0	0	0	6	0	0	0	0	0	0	12	8	16	0	0	0	34	0	28	0	0	8	0	0	0
Zotu4591	0	0	0	27	60	26	0	0	0	38	48	12	0	0	0	11	0	4	0	0	0	0	0	0	5	5	0	0	0	0	22	5	4	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4592	0	37	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	4	84	0	0	0	5	0	29	0
Zotu4593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	52	30	92	0	0	0
Zotu4594	0	0	0	29	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	75
Zotu4595	0	3	0	19	24	0	0	0	0	0	0	0	0	40	7	0	0	0	0	0	0	15	0	23	5	0	0	0	0	0	40	0	21	0	0	0	12	0	36	4	0	0	0	0	0
Zotu4596	0	0	0	0	0	0	0	0	0	0	0	0	17	96	36	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54
Zotu4597	21	4	13	0	0	0	13	3	10	0	0	0	29	22	8	0	0	0	0	82	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	3	0	0	0
Zotu4598	0	16	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	3	0	0	10	0	0	0	121	0	8	5	0	0	0	0	0	51	0	0	0	0	0	0	0
Zotu4599	8	44	16	0	0	0	0	0	88	0	0	0	63	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
Zotu46	461	395	355	97	267	228	279	55	227	1172	850	329	82	292	157	806	934	548	0	130	59	103	66	41	333	480	650	0	0	0	188	225	290	0	166	0	297	382	91	267	234	210	0	0	0
Zotu460	147	184	58	19	97	0	0	0	21	0	0	0	100	0	0	0	7	209	119	0	125	357	34	92	0	11	86	0	0	0	14	0	0	0	232	0	397	0	43	90	165	143	0	0	0
Zotu4600	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	18	194	0	0	0	0	0	12	0	0	0	11	0	0	0	0	0	0	0	0
Zotu4601	11	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	24	50	98
Zotu4602	4	6	7	0	0	0	0	0	0	0	0	0	10	3	6	0	0	0	0	21	0	3	13	7	13	19	35	0	4	0	24	21	23	0	0	0	0	0	0	0	11	21	0	0	26
Zotu4603	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0
Zotu4604	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	24	71	16	12	11	88	0	0	0	4	0	8	0	0	0	0	0	0	5	0	0	0	0	0
Zotu4605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	3	0	44	0	0	0	68	0	0	0	0	0	0	0	0	150	0	0	16	0	30	37	0	0	0
Zotu4606	0	0	0	0	0	0	0	6	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4607	0	0	0	0	0	35	0	0	0	3	22	0	0	0	0	0	34	0	0	33	0	8	18	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	55	39	18	0	0	0
Zotu461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	931	1187	3017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4610	30	0	0	0	0	0	0	0	0	0	14	13	0	0	0	24	36	31	0	0	0	0	0	0	0	0	0	0	0	0	15	0	42	0	0	0	14	0	0	13	0	0	0	0	0
Zotu4611	0	29	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	76	0	0	0	0	0	0	0	45	0	0	0
Zotu4612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	33	9	0	0	0	0	0	0	0	0	0	0	17	9	0	0	29	0	0	0	0	0	0
Zotu4613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	110	0	0	0	0	109	11
Zotu4614	0	0	0	0	0	0	0	0	18	66	0	0	0	0	0	0	0	85	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	16	0	0	0	0	0
Zotu4615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	40	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0
Zotu4616	0	0	0	0	0	0	0	0	0	0	0	26	71	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	49	0	40	0	0	0	0
Zotu4617	4	0	28	0	92	0	0	0	17	0	0	25	16	0	0	0	0	0	0	0	0	5	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0
Zotu4618	32	0	6	0	25	0	0	3	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	15	0	0	0	0	55	0	3	0	0	17	0	0	0
Zotu4619	18	5	0	13	0	10	0	0	0	17	9	0	6	29	12	26	20	5	0	0	0	0	0	0	4	6	4	0	0	0	6	4	12	0	0	0	18	3	4	10	10	0	0	0	0
Zotu462	87	164	42	31	0	0	103	23	125	0	86	19	52	8	0	388	263	365	0	0	0	62	37	0	145	96	107	0	0	0	11	0	0	0	0	0	223	104	180	11	15	0	0	0	0
Zotu4620	0	0	21	0	0	0	0	0	0	0	40	0	0	0	11	0	0	0	0	0	0	0	0	0	31	0	56	0	0	0	0	6	16	0	0	0	0	5	24	0	5	17	0	0	0
Zotu4621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	21	39	140	0	0	0	0	0	6	0	0	7	0	0	0	0	19	0	0	0	0
Zotu4622	3	13	8	0	0	4	64	0	11	0	0	19	0	0	0	8	0	0	0	0	0	11	0	4	14	13	8	0	0	0	0	0	5	0	0	0	31	0	0	0	12	0	0	0	0
Zotu4623	0	94	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	9	77	0	0	0	0	0	0	0	15	0	0	0	0
Zotu4625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	75	65	0	0	0	0	0	0
Zotu4626	0	0	40	67	17	28	0	0	0	0	14	88	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4628	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	157	33	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	14	0	0	0	0
Zotu4629	0	38	0	0	0	0	0	0	0	15	0	0	0	0	0	29	0	0	0	0	0	0	0	0	47	7	0	0	0	0	0	0	0	0	0	0	45	0	8	28	0	65	0	0	0
Zotu463	66	19	108	182	89	145	0	0	27	0	138	12	0	0	0	124	102	69	0	0	0	0	77	0	53	111	188	0	0	0	42	229	36	148	114	0	0	103	78	42	0	113	0	0	0
Zotu4630	0	0	0	0	0	0	126	8	0	10	0	0	0	0	0	0	0	0	0	0	0	0	37	20	0	0	0	0	0	0	0	0	0	0	0	82	0	25	25	10	106	116	0	0	0
Zotu4631	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	75	8	12	0	0	0	0	4	0	0	0	32	0	0	0	111	0	0	0	0	0	0
Zotu4632	0	0	0	23	0	0	0	0	0	76	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	10	0	0	0	7	0	0	0	0	0
Zotu4633	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	5	147	0	0	0	28	15	7	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4634	0	0	21	21	0	0	0	0	0	0	5	21	6	15	0	13	15	36	0	0	0	0	0	13	4	17	0	0	0	0	18	0	18	0	0	0	30	0	0	4	0	0	0	0	0
Zotu4635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4636	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	47	0	36	39	0	0	0	0	0	0	0	0	0	27	61	0	0	0	0	0	0	0
Zotu4637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4638	9	0	0	11	19	11	33	29	0	3	53	17	0	0	0	12	17	0	0	0	0	7	0	0	10	14	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	33	0	0	0
Zotu4639	0	19	0	0	0	0	0	8	0	16	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	25	0	0	0	0	0	60	0	8	0	31	0	0	0
Zotu464	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	12	63	11	452	568	1087	0	0	0	0	0	0	0	0	0	28	0	58	0	0	0	0	0	0
Zotu4640	0	0	0	0	0	0	0	0	0	0	0	6	0	20	0	0	10	0	0	9	0	0	0	0	6	15	0	0	0	0	0	0	0	0	0	0	0	64	34	0	0	0	70	0	0
Zotu4641	0	0	0	0	0	0	23	3	16	0	0	0	0	0	0	0	0	0	0	0	0	51	0	17	28	0	16	0	0	0	0	0	0	0	0	0	0	0	0	81	35	48	0	0	0
Zotu4642	16	24	18	0	0	8	5	0	0	0	0	0	23	0	0	0	0	9	0	37	17	8	8	0	0	0	0	0	0	0	11	0	6	8	19	3	8	0	0	4	9	5	0	0	0
