phylum	PUA	PUA	PUA	PUA	PUE	PUE	PUE	PUE	CT	CT	CT	CT	CU	CU	CU	CU	PT	PT	PT	PT
Cnidaria	0	0	0	0	0	0	2.666666667	2.666666667	0	12	20.66666667	32.66666667	7.333333333	0	0	7.333333333	0	0	2	2
Cnidaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.33333333	0	0	44.33333333
Cnidaria	0	0	10.66666667	10.66666667	5	10	3.666666667	18.66666667	0	0	0	0	0	0	3.333333333	3.333333333	5.666666667	2.666666667	0	8.333333334
Cnidaria	0	0	0	0	0	7	4.333333333	11.33333333	2.666666667	2	16.66666667	21.33333334	0	0	0	0	1	0	0	1
Cnidaria	0	0	0	0	9	8	0	17	0	0	0	0	0	0	0	0	14	5.333333333	5	24.33333333
Cnidaria	12.33333333	0	2	14.33333333	0	0	0	0	0	0	20.33333333	20.33333333	0	0	0	0	0	0	0	0
Cnidaria	0	0	0	0	0	0	1.333333333	1.333333333	0	0	0	0	0	0	0	0	34.33333333	0	0	34.33333333
Cnidaria	0	0	6.333333333	6.333333333	0	0	0	0	0	0	32.66666667	32.66666667	0	0	0	0	0	0	8	8
Cnidaria	0	0	0	0	0	0	0	0	0	25	0	25	0	0	0	0	5.666666667	0	3.333333333	9
Cnidaria	46.66666667	52.66666667	60.66666667	160	46	30.66666667	84.66666667	161.3333333	1.666666667	9.333333333	0	11	39	1.666666667	0	40.66666667	24	58.66666667	15.33333333	98
Cnidaria	0	0	0	0	0	0	0	0	11.66666667	16	2	29.66666667	0	0	0	0	0	0	10	10
Cnidaria	4.666666667	0	1	5.666666667	10.66666667	4.333333333	0	15	2.666666667	5.333333333	1	9	0	0	0	0	1	0	8.333333333	9.333333333
Cnidaria	0	0	0	0	0	3	0	3	0	0	37	37	0	0	0	0	0	0	0	0
Cnidaria	0	2.333333333	0	2.333333333	0	0	0	0	0	0	12.33333333	12.33333333	8.666666667	0	0	8.666666667	5	0	6.333333333	11.33333333
Cnidaria	0	3.333333333	0	3.333333333	0	0	0	0	0	0	0	0	36.33333333	0	0	36.33333333	0	0	0	0
Cnidaria	4.666666667	0	13	17.66666667	0	3	0	3	4	0	12	16	0	0	0	0	0	0	0	0
Cnidaria	0	2.333333333	10.66666667	13	0	11	0	11	0	0	0	0	0	0	0	0	0	0	6.666666667	6.666666667
Cnidaria	0	0	7.333333333	7.333333333	0	33.66666667	0	33.66666667	0	0	0	0	0	0	0	0	0	0	0	0
Cnidaria	12	18	35.66666667	65.66666667	47.33333333	69.66666667	103.6666667	220.6666667	0	23	60.66666667	83.66666667	14	28.66666667	16.66666667	59.33333334	0	8.666666667	19.33333333	28
Cnidaria	0	2.666666667	1	3.666666667	0	0	0	0	0	0	0	0	0	0	0	0	25.66666667	0	2.666666667	28.33333334
Cnidaria	0	0	0	0	0	0	0	0	0	0	27.33333333	27.33333333	0	0	0	0	0	0	6.333333333	6.333333333
Cnidaria	0	0	0	0	0	6	0	6	0	0	0	0	0	21.66666667	0	21.66666667	0	0	0	0
Cnidaria	0	0	0	0	0	0	0	0	0	0	22.66666667	22.66666667	0	0	0	0	0	0	7	7
Cnidaria	0	0	17	17	0	0	0	0	0	15.66666667	0	15.66666667	0	0	0	0	0	0	0	0
Cnidaria	0	33	123.3333333	156.3333333	14.66666667	24	0	38.66666667	28.66666667	0	0	28.66666667	1.666666667	42	0	43.66666667	84.33333333	0	89.66666667	174
Cnidaria	0	0	3	3	0	7	6.333333333	13.33333333	0	0	0	0	0	0	0	0	14.33333333	0	0	14.33333333
Cnidaria	0	0	18.33333333	18.33333333	0	0	0	0	0	0	0	0	0	0	0	0	9.333333333	0	0	9.333333333
Gastrotricha	0	28.66666667	42.33333333	71	2.333333333	70.33333333	0	72.66666666	0	0	0	0	0	0	0	0	20	121.3333333	6.666666667	148
Gastrotricha	0	0	0	0	0	19.33333333	0	19.33333333	1	0	0	1	0	0	0	0	2.333333333	0	2	4.333333333
Gastrotricha	0	0	3.333333333	3.333333333	0	0	0	0	0	0	14	14	0	0	0	0	0	0	0	0
Gastrotricha	0	0	17	17	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	11
Gastrotricha	0	2	0	2	0	0	0	0	0	4.333333333	1	5.333333333	0	0	0	0	0	0	0	0
Gastrotricha	0	0	0	0	0	6.666666667	0	6.666666667	0	0	0	0	0	0	0	0	3.333333333	0	0	3.333333333
Gastrotricha	0	12.33333333	0	12.33333333	0	0	2	2	27	12.66666667	104	143.6666667	1.666666667	0	0	1.666666667	12	0	7.666666667	19.66666667
Gastrotricha	0	0	0	0	0	0	0	0	0	0	79.33333333	79.33333333	0	0	0	0	0	0	0	0
Gastrotricha	0	6	0	6	2.666666667	0	0	2.666666667	14.33333333	0	38.66666667	53	0	0	0	0	0	0	0	0
Kinorhyncha	0	0	0	0	27.66666667	0	0	27.66666667	0	0	0	0	0	0	0	0	0	0	0	0
Kinorhyncha	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	21	0	0	0	0
Kinorhyncha	0	0	16.33333333	16.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kinorhyncha	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	258	258
Kinorhyncha	0	0	0	0	0	10.66666667	0	10.66666667	0	0	0	0	0	0	0	0	0	0	0	0
Kinorhyncha	0	0	0	0	0	0	181	181	0	0	0	0	0	0	0	0	0	0	0	0
Kinorhyncha	0	0	0	0	33	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0
Kinorhyncha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.66666667	0	0	33.66666667
Mollusca	642.6666667	0	0	642.6666667	0	0	0	0	0	0	0	0	0	0	0	0	1832	215.6666667	0	2047.666667
Mollusca	0	0	0	0	0	2	0	2	2.333333333	16	7.666666667	26	0	0	0	0	16.33333333	0	0	16.33333333
Mollusca	0	0	0	0	0	0	9	9	0	0	0	0	13.66666667	0	0	13.66666667	0	0	1.666666667	1.666666667
Mollusca	0	0	0	0	0	403	0	403	0	0	0	0	0	0	0	0	0	0	0	0
Mollusca	0	21	8	29	34.33333333	17.33333333	13.66666667	65.33333333	102.3333333	61.66666667	32.66666667	196.6666666	17.33333333	0	0	17.33333333	48	5.666666667	37.33333333	91
Mollusca	0	1	0	1	0	0	0	0	0	24.33333333	0	24.33333333	0	0	0	0	0	0	0	0
Mollusca	0	0	0	0	0	22.66666667	0	22.66666667	0	0	0	0	0	0	0	0	1.666666667	0	0	1.666666667
Mollusca	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mollusca	2.666666667	8.333333333	0	11	0	0	0	0	0	0	0	0	0	0	0	0	9.666666667	0	0	9.666666667
Mollusca	0	0	0	0	0	0	0	0	14	8.666666667	0	22.66666667	0	0	0	0	0	0	0	0
Mollusca	0	8325.333333	0	8325.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mollusca	0	0	2.666666667	2.666666667	0	0	0	0	0	0	0	0	1.666666667	0	0	1.666666667	5.666666667	0	7	12.66666667
Mollusca	15.33333333	0	2	17.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mollusca	0	23.33333333	38.66666667	62	3.666666667	38.66666667	55.66666667	98.00000001	0	1.666666667	12	13.66666667	63.33333333	0	0	63.33333333	29.33333333	2	10.66666667	42
Mollusca	0	0	0	0	0	1.333333333	0	1.333333333	0	0	0	0	16	0	0	16	0	0	0	0
Mollusca	0	0	0	0	0	0	0	0	0	0	14	14	0	0	0	0	0	0	0	0
Mollusca	1661.333333	0	0	1661.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mollusca	0	22.66666667	5.333333333	28	1	0	0	1	3	108.3333333	70	181.3333333	0	0	0	0	116.3333333	8.666666667	14.33333333	139.3333333
Mollusca	22.66666667	55	23.66666667	101.3333333	14.66666667	90.33333333	17.33333333	122.3333333	48.66666667	286.6666667	268.6666667	604.0000001	3.333333333	180.6666667	0	184	109.3333333	0	130.3333333	239.6666666
Mollusca	0	0	1.666666667	1.666666667	0	4.666666667	0	4.666666667	0	0	0	0	0	0	0	0	0	0	0	0
Mollusca	0	0	0	0	1180.333333	0	0	1180.333333	0	0	0	0	0	0	0	0	0	0	0	0
Mollusca	0	0	0	0	0	0	68.33333333	68.33333333	0	0	0	0	0	0	0	0	0	0	1147.666667	1147.666667
Mollusca	0	0	0	0	0	0	0	0	55	53	23.33333333	131.3333333	0	0	0	0	0	0	0	0
Mollusca	0	2.666666667	1.333333333	4	0	0	5	5	16.66666667	20	39.66666667	76.33333334	11.66666667	11	0	22.66666667	0	0	0	0
Mollusca	0	0	0	0	0	0	0	0	0	0	0	0	0	915.3333333	0	915.3333333	0	0	0	0
Mollusca	0	10.33333333	20.66666667	31	0	13.33333333	4	17.33333333	0	0	7	7	0	0	0	0	19.66666667	22.66666667	2.666666667	45.00000001
Mollusca	0	0	0	0	0	0	3786.333333	3786.333333	0	0	0	0	0	0	0	0	0	0	0	0
Mollusca	0	0	0	0	84	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0
Mollusca	0	0	0	0	17.66666667	0	0	17.66666667	0	3.333333333	0	3.333333333	0	0	0	0	8	0	55.33333333	63.33333333
Mollusca	1	0	265.3333333	266.3333333	0	0	0	0	0	0	0	0	0	0	0	0	573.3333333	0	0	573.3333333
Mollusca	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	652.3333333	0	0	652.3333333
Mollusca	0	0	0	0	16.66666667	0	25.66666667	42.33333334	0	2	0	2	4.333333333	0	0	4.333333333	2.666666667	0	0	2.666666667
Mollusca	0	0	244	244	0	0	2884	2884	0	0	0	0	0	0	0	0	0	0	0	0
Mollusca	0	1.333333333	23.66666667	25	0	0	0	0	0	0	0	0	0	0	0	0	6.666666667	0	11.33333333	18
Mollusca	0	0	0	0	0	0	0	0	0	21.66666667	18.33333333	40	0	0	0	0	0	0	0	0
Mollusca	0	2.666666667	6.666666667	9.333333334	0	17.66666667	1.666666667	19.33333334	3.333333333	1.333333333	0	4.666666666	0	0	0	0	0	1.666666667	0	1.666666667
Mollusca	0	18	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13
Mollusca	0	0	0	0	0	21	0	21	0	16.33333333	0	16.33333333	0	0	0	0	0	0	1.333333333	1.333333333
Mollusca	0	0	7.666666667	7.666666667	0	25	0	25	0	0	0	0	0	0	0	0	0	0	0	0
Nematoda	0	0	459.6666667	459.6666667	0	0	0	0	1.333333333	0	0	1.333333333	0	0	0	0	0	0	0	0
Nematoda	0	8.333333333	0	8.333333333	83	681.6666667	9.666666667	774.3333334	0	1.333333333	0	1.333333333	0	0	0	0	0	0	159.6666667	159.6666667
Nematoda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446.6666667	446.6666667
Nematoda	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	412	412
Nematoda	0	0	0	0	0	0	0	0	0	0	2260.333333	2260.333333	0	0	0	0	0	0	5.666666667	5.666666667
Nematoda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1714.333333	0	0	1714.333333
Nematoda	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	12	0	0	0	0
Nematoda	0	0	0	0	0	0	0	0	0	0	3.333333333	3.333333333	0	0	0	0	1.666666667	0	320	321.6666667
Nematoda	0	312	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nematoda	1244.333333	0	0	1244.333333	0	0	729.3333333	729.3333333	0	0	0	0	0	0	0	0	132	0	0	132
Nematoda	0	0	0	0	0	0	12	12	0	0	0	0	0	0	0	0	142	0	0	142
Nematoda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.3333333	0	0	142.3333333
Nematoda	0	111.3333333	0	111.3333333	0	0	12.66666667	12.66666667	0	0	0	0	0	0	0	0	0	0	0	0
Nematoda	0	0	0	0	0	0	54.66666667	54.66666667	0	0	0	0	0	0	0	0	0	68.66666667	0	68.66666667
Nematoda	0	0	0	0	156.3333333	0	0	156.3333333	0	66.33333333	0	66.33333333	0	0	0	0	0	0	0	0
Nematoda	0	1101	0	1101	0	81.33333333	0	81.33333333	0	139.6666667	0	139.6666667	0	0	0	0	20.66666667	0	62	82.66666667
Nematoda	0	0	0	0	124.3333333	0	0	124.3333333	0	0	0	0	0	0	0	0	0	0	0	0
Nematoda	0	0	0	0	0	0	0	0	0	0	0	0	891.6666667	0	0	891.6666667	0	0	0	0
Nematoda	0	0	1218.333333	1218.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nematoda	0	0	2254	2254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nematoda	408.3333333	0	0	408.3333333	0	0	366.6666667	366.6666667	0	0	0	0	0	0	0	0	137	0	0	137
Nematoda	0	0	1	1	0	872.3333333	1053.333333	1925.666666	0	0	0	0	0	0	0	0	0	0	0	0
Nematoda	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	64.33333333	0	0	64.33333333
Nematoda	0	0	0	0	0	0	1690.333333	1690.333333	0	0	0	0	0	0	0	0	0	0	0	0
Nematoda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	804.3333333	0	4.333333333	808.6666666
Nematoda	0	0	1	1	0	0	0	0	0	0	717.3333333	717.3333333	0	0	0	0	0	0	0	0
Nematoda	0	0	0	0	0	1.333333333	0	1.333333333	672.3333333	0	0	672.3333333	0	0	0	0	0	0	0	0
Nemertea	0	0	0	0	23048.66667	0	0	23048.66667	0	0	0	0	0	0	0	0	0	0	0	0
Nemertea	69.66666667	0	0	69.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Placozoa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	20.33333333	30.33333333
Placozoa	0	1	2	3	1.666666667	7.666666667	1.333333333	10.66666667	2.333333333	3	0	5.333333333	8.666666667	3.333333333	1.666666667	13.66666667	6.333333333	2	6.666666667	15
Placozoa	0	13.66666667	0	13.66666667	0	0	0	0	0	0	0	0	0	10	0	10	0	0	0	0
Placozoa	2.333333333	20.33333333	5.333333333	28	18.66666667	14.66666667	4.333333333	37.66666667	57	91.33333333	40.33333333	188.6666667	12	71	0	83	33	6.666666667	21	60.66666667
Placozoa	0	0	0	0	0	0	0	0	0	0	0	0	15.33333333	0	0	15.33333333	4	0	0	4
Placozoa	15.66666667	9	28.33333333	53	0	0	0	0	0	5.666666667	0	5.666666667	30	180.3333333	0	210.3333333	5.333333333	0	8.666666667	14
Placozoa	0	15	1.333333333	16.33333333	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Placozoa	0	5	0	5	0	1.333333333	6.333333333	7.666666666	0	0	3.666666667	3.666666667	0	0	0	0	0	0	0	0
Placozoa	24.33333333	2.666666667	23.66666667	50.66666667	8.666666667	14.66666667	8	31.33333334	12.66666667	29.66666667	0	42.33333334	13	1.333333333	0	14.33333333	2	76.33333333	43.33333333	121.6666667
Placozoa	0	0	0	0	0	0	1.333333333	1.333333333	7.666666667	0	3.666666667	11.33333333	0	0	0	0	0	0	0	0
Placozoa	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	13	3.333333333	0	0	3.333333333
Placozoa	0	0	0	0	8.666666667	1	0	9.666666667	0	0	0	0	0	0	0	0	0	0	0	0
Placozoa	0	0	0	0	0	0	0	0	1.333333333	1.666666667	2.666666667	5.666666667	0	0	0	0	0	0	0	0
Placozoa	0	1.333333333	0	1.333333333	0	0	0	0	0	0	1.666666667	1.666666667	1.666666667	0	0	1.666666667	0	0	0	0
Placozoa	2	1	0	3	8.333333333	30.66666667	33	72	0	5	13.33333333	18.33333333	0	0	0	0	1.333333333	17.66666667	23.66666667	42.66666667
Placozoa	23.66666667	0	8.333333333	32	10	5.333333333	13	28.33333333	2.666666667	2	28.33333333	33	0	0	0	0	5.666666667	26.33333333	5.666666667	37.66666666
Placozoa	0	26	6.333333333	32.33333333	7.666666667	12	0	19.66666667	3.666666667	0	13	16.66666667	0	0	0	0	22.33333333	0	24.66666667	47
Placozoa	0	0	7	7	24.66666667	0	15.66666667	40.33333334	1	0	0	1	0	21.33333333	0	21.33333333	12.66666667	0	5	17.66666667
Placozoa	0	10.33333333	3.333333333	13.66666666	0	4.333333333	0	4.333333333	0	31.33333333	14.33333333	45.66666666	0	0	0	0	0	0	18.66666667	18.66666667
Placozoa	11.33333333	1	4.666666667	17	2.333333333	0	0	2.333333333	0	0	0	0	51	3.666666667	0	54.66666667	2.333333333	0	0	2.333333333
Placozoa	0	0	0	0	0	5	0	5	5.666666667	0	16.33333333	22	0	16.33333333	0	16.33333333	9.333333333	0	1.666666667	11
Placozoa	0	13	0	13	2.333333333	3	3	8.333333333	0	2	0	2	0	0	0	0	2	17.66666667	8.666666667	28.33333334
Placozoa	0	0	0	0	57.66666667	0	0	57.66666667	0	0	0	0	0	0	0	0	0	0	0	0
Placozoa	0	0	7	7	0	0	0	0	0	2.333333333	0	2.333333333	0	51.66666667	0	51.66666667	0	0	0	0
Placozoa	0	0	0	0	9	14.66666667	8	31.66666667	2	6	0	8	0	0	0	0	4	0	0	4
Placozoa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	28.66666667	39.66666667
Placozoa	0	63	77.66666667	140.6666667	10.33333333	81.33333333	2	93.66666666	6.666666667	54	68.66666667	129.3333333	58	0	0	58	17.66666667	0	37.66666667	55.33333334
Placozoa	0	0	1	1	0	11.66666667	0	11.66666667	0	0	0	0	0	0	0	0	2.333333333	6.333333333	9.666666667	18.33333333
Porifera	6.333333333	0	0	6.333333333	0	7.666666667	3.666666667	11.33333333	0	0	0	0	0	9.333333333	0	9.333333333	0	0	0	0
Porifera	0	63	25.66666667	88.66666667	2.333333333	6.666666667	0	9	69.66666667	15.66666667	128.6666667	214	1	0	0	1	6.333333333	0	77.66666667	84
Porifera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	7	9.333333333	26.33333333
Porifera	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	23	0	0	0	0
Porifera	0	0	1.333333333	1.333333333	0	0	0	0	0	3	16.66666667	19.66666667	0	0	0	0	0	0	0	0
Porifera	0	0	0	0	0	0	0	0	21.66666667	3	4.666666667	29.33333334	0	0	0	0	0	0	0	0
Porifera	0	0	4.666666667	4.666666667	0	0	0	0	18.33333333	2.666666667	10.66666667	31.66666667	0	0	0	0	3	0	0	3
Porifera	12	6.666666667	0	18.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Porifera	0	0	0	0	5.666666667	7	64.66666667	77.33333334	0	4.333333333	103.3333333	107.6666666	42	0	0	42	24.33333333	76.33333333	3	103.6666667
Porifera	0	0	0	0	0	4	0	4	0	1	0	1	0	2.666666667	0	2.666666667	5.333333333	0	8.666666667	14
Porifera	0	20	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Porifera	2.333333333	0	1.333333333	3.666666666	0	0	0	0	0	0	0	0	2.333333333	0	0	2.333333333	10.66666667	0	1	11.66666667
Porifera	0	0	0	0	0	0	0	0	6.666666667	1.333333333	7.666666667	15.66666667	0	0	0	0	0	0	0	0
Porifera	0	0	0	0	0	0	0	0	3.333333333	7	0	10.33333333	0	0	0	0	8.333333333	0	0	8.333333333
Porifera	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9	0	0	7	7
Porifera	0	0	0	0	0	0	0	0	1	12.66666667	0	13.66666667	1.666666667	0	0	1.666666667	0	0	0	0
Porifera	1.333333333	0	7.333333333	8.666666666	0	0	0	0	0	0	0	0	2	3.333333333	0	5.333333333	0	0	0	0
Porifera	0	6	0	6	4.666666667	4.666666667	0	9.333333334	0	1	0	1	0	0	0	0	0	0	0	0
Porifera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.33333333	0	1.333333333	14.66666666
Porifera	0	0	10	10	0	0	0	0	0	0	4.333333333	4.333333333	0	0	0	0	0	0	0	0
Porifera	0	3	0	3	3.666666667	0	0	3.666666667	0	0	0	0	0	0	0	0	12.66666667	0	0	12.66666667
Porifera	0	0	0	0	1	1.666666667	5.333333333	8	0	5.333333333	0	5.333333333	0	0	0	0	0	2.666666667	0	2.666666667
Porifera	0	0	0	0	0	0	0	0	0	0	0	0	4.333333333	21.66666667	0	26	0	0	0	0
Porifera	0	0	0	0	0	0	0	0	0	0	14.33333333	14.33333333	0	0	0	0	0	0	0	0
Porifera	0	240	372.3333333	612.3333333	73.66666667	75.66666667	72.66666667	222	191.3333333	255.3333333	290	736.6666666	0	10.66666667	0	10.66666667	131.6666667	0	129	260.6666667
Porifera	0	0	0	0	0	5.666666667	0	5.666666667	7.666666667	0	0	7.666666667	0	0	0	0	0	0	0	0
Porifera	0	0	0	0	0	0	0	0	0	20.66666667	0	20.66666667	0	0	0	0	0	0	0	0
Porifera	0	0	2.333333333	2.333333333	1	7	0	8	0	0	0	0	1	2.333333333	0	3.333333333	0	0	0	0
Porifera	0	0	0	0	0	0	4.666666667	4.666666667	0	0	0	0	0	0	0	0	0	0	6	6
Porifera	0	0	0	0	0	0	2.333333333	2.333333333	0	2	0	2	0	0	0	0	4.333333333	2	0	6.333333333
Porifera	0	7.666666667	0	7.666666667	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0
Porifera	0	8	16.66666667	24.66666667	4.666666667	8.333333333	0	13	7.333333333	8.333333333	79.66666667	95.33333334	4	8	0	12	41	0	47	88
Porifera	0	0	12.66666667	12.66666667	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0
Porifera	0	0	0	0	0	0	0	0	3.666666667	5	0	8.666666667	0	0	0	0	0	0	0	0
Porifera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10
Porifera	0	0	0	0	0	0	0	0	7	0	0	7	0	0	0	0	1	0	0	1
Porifera	0	0	0	0	0	3.666666667	0	3.666666667	0	2.666666667	0	2.666666667	0	0	0	0	0	0	0	0
Porifera	10	13.33333333	86	109.3333333	0	24	17.33333333	41.33333333	0	0	39.33333333	39.33333333	0	0	0	0	0	0	0	0
Porifera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167.6666667	167.6666667
Porifera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.666666667	0	6.666666667	9.333333334
Porifera	0	0	0	0	0	0	0	0	0	1	0	1	1.666666667	0	0	1.666666667	2	0	0	2
Porifera	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	1	1
Porifera	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2.333333333	0	2	4.333333333
Porifera	7.666666667	0	0	7.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Porifera	0	2	2	4	5	54.33333333	25.66666667	85	4.666666667	16	8.666666667	29.33333333	11.33333333	0	0	11.33333333	4.666666667	10	0	14.66666667
Porifera	0	0	0	0	0	0	0	0	3.666666667	1	0	4.666666667	0	0	0	0	0	0	0	0
Porifera	0	43.66666667	0	43.66666667	0	0	0	0	0	0	0	0	14.33333333	62.66666667	0	77	0	0	0	0
Porifera	0	9.333333333	18	27.33333333	0	0	0	0	64.66666667	17	0	81.66666667	0	0	0	0	0	0	0	0
Porifera	0	0	0	0	0	3.333333333	5	8.333333333	22.33333333	23.33333333	46.66666667	92.33333333	0	0	0	0	3.666666667	0	16.66666667	20.33333334
Porifera	0	72.66666667	117	189.6666667	11	38	31.66666667	80.66666667	54.33333333	27	150	231.3333333	84.33333333	14	0	98.33333333	117.3333333	230.6666667	82	430
Porifera	0	0	0	0	0	3.333333333	0	3.333333333	0	73.66666667	2.666666667	76.33333334	4	0	0	4	0	0	2	2
Porifera	0	5.666666667	43	48.66666667	0	0	0	0	0	2.333333333	0	2.333333333	29.33333333	0	0	29.33333333	0	0	0	0
Porifera	0	3.333333333	32	35.33333333	1.333333333	12	43.33333333	56.66666666	13.33333333	17	13.33333333	43.66666666	0	3	0	3	0	0	8.333333333	8.333333333
Porifera	0	0	15	15	3.333333333	13.33333333	4.666666667	21.33333333	2.333333333	8.333333333	1	11.66666667	0	0	0	0	28.66666667	0	0	28.66666667
Porifera	0	4.333333333	28.33333333	32.66666666	4	19.66666667	11.66666667	35.33333334	0	0	9	9	3.333333333	0	0	3.333333333	0	0	0	0
Porifera	0	29.33333333	7.666666667	37	0	11.33333333	0	11.33333333	0	10.33333333	24.33333333	34.66666666	0	0	0	0	0	0	0	0
Porifera	0	0	0	0	0	0	0	0	8.333333333	21	42.66666667	72	0	0	0	0	0	0	0	0
Porifera	0	0	0	0	0	0	0	0	49.66666667	0	10.66666667	60.33333334	0	0	0	0	0	0	0	0
Porifera	0	0	13	13	0	0	0	0	0	0	1.666666667	1.666666667	0	0	0	0	41.33333333	0	4	45.33333333
Porifera	0	3.666666667	1.333333333	5	0	0	6.666666667	6.666666667	0	8.333333333	9.666666667	18	2.666666667	0	0	2.666666667	17	2.333333333	5	24.33333333
Porifera	0	0	25	25	0	28	0	28	0	0	0	0	5	0	0	5	0	0	0	0
Porifera	0	1.333333333	3.333333333	4.666666666	0	6	0	6	0	1.666666667	0	1.666666667	0	8.666666667	0	8.666666667	3.333333333	6	26	35.33333333
Porifera	0	4	39.66666667	43.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Porifera	0	0	10.66666667	10.66666667	1	10.66666667	0	11.66666667	0	2.666666667	1.333333333	4	4.666666667	2.333333333	0	7	1	3.666666667	2.666666667	7.333333334
Porifera	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	20.66666667	1	23	44.66666667
Porifera	0	6.666666667	0	6.666666667	3.666666667	2.333333333	1.666666667	7.666666667	13	0	12.33333333	25.33333333	0	0	0	0	0	0	0	0
Porifera	0	0	0	0	0	0	0	0	0	32.66666667	24.33333333	57	0	0	0	0	11.33333333	0	3.666666667	15
Porifera	0	10	1.333333333	11.33333333	0	6.333333333	0	6.333333333	0	0	19.66666667	19.66666667	0	0	0	0	9.333333333	0	1	10.33333333
Porifera	0	26	6.333333333	32.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7
Porifera	0	1.666666667	0	1.666666667	0	3	0	3	12.33333333	3.666666667	0	16	0	0	0	0	0	19.33333333	3.333333333	22.66666666
Porifera	0	0	0	0	0	36.66666667	0	36.66666667	0	0	0	0	0	0	0	0	0	0	0	0
Porifera	17.66666667	2.333333333	120	140	14	37.66666667	44.66666667	96.33333334	4.666666667	55	16	75.66666667	12.33333333	0	0	12.33333333	80.33333333	31.33333333	57	168.6666667
Porifera	0	16.33333333	0	16.33333333	7.666666667	0	0	7.666666667	0	0	0	0	0	0	0	0	8.666666667	0	0	8.666666667
Porifera	0	0	3	3	0	30.66666667	0	30.66666667	0	0	0	0	0	0	0	0	0	0	0	0
Porifera	0	10	0	10	0	0	0	0	0	20.66666667	0	20.66666667	0	0	0	0	0	0	0	0
Porifera	0	9.333333333	3.333333333	12.66666667	0	0	2.666666667	2.666666667	0	5.666666667	7.333333333	13	0	0	0	0	0	0	4	4
Porifera	0	0	0	0	15	0	0	15	0	1	5	6	0	0	0	0	6.666666667	0	8	14.66666667
Porifera	12	0	2	14	0	0	0	0	0	0	0	0	0	5.666666667	0	5.666666667	0	16.33333333	0	16.33333333
Porifera	0	24	18.33333333	42.33333333	16.33333333	75.66666667	68.33333333	160.3333333	76.33333333	13	0	89.33333333	14	5.333333333	0	19.33333333	59.66666667	23.66666667	24.33333333	107.6666667
Porifera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.33333333	28.33333333
